Date,IF00.CFE,IC00.CFE,TF00.CFE,AU00.SHF,159920.OF,511880.SH
2012/1/4,2305.6,3109.8114,96.0721,319,0.8568,78.7476
2012/1/5,2291,2994.9886,96.0468,319,0.8624,78.7691
2012/1/6,2297.6,3007.8264,96.1727,334.6,0.8532,78.7905
2012/1/9,2376.8,3129.9477,96.24,334.6,0.8665,78.812
2012/1/10,2462.6,3259.0139,96.2697,336,0.872,78.8334
2012/1/11,2445.6,3260.33,96.2684,345,0.8784,78.8548
2012/1/12,2445.6,3259.424,96.2508,345.37,0.8768,78.8762
2012/1/13,2410.2,3150.2077,96.2639,345.37,0.8814,78.8976
2012/1/16,2352,3049.7278,96.2082,336,0.874,78.919
2012/1/17,2487.4,3219.5489,96.232,339.2,0.9015,78.9404
2012/1/18,2427.4,3154.2515,96.2354,338.68,0.9039,78.9617
2012/1/19,2470.2,3186.3147,96.3393,338.99,0.9155,78.9831
2012/1/20,2498.2,3229.995,96.4361,338,0.9228,79.0044
2012/1/30,2469.2,3207.3999,96.1601,353.79,0.9246,79.0257
2012/1/31,2476,3209.431,96.1629,351.52,0.9358,79.047
2012/2/1,2439.8,3181.9007,95.9923,351,0.9332,79.0683
2012/2/2,2487.2,3242.221,95.9433,351,0.9516,79.0895
2012/2/3,2509,3295.7006,95.9494,353,0.9526,79.1108
2012/2/6,2504.4,3324.2976,95.8706,353,0.9506,79.132
2012/2/7,2464.2,3270.1653,95.8597,353,0.9504,79.1533
2012/2/8,2536.4,3356.5576,95.8093,353,0.9637,79.1745
2012/2/9,2532.6,3380.2555,95.6976,353,0.963,79.1957
2012/2/10,2532.2,3398.1639,95.7223,353,0.9514,79.2169
2012/2/13,2531,3428.9928,95.8721,353,0.9562,79.238
2012/2/14,2519.6,3433.6201,95.9114,353,0.9578,79.2592
2012/2/15,2546.6,3485.7621,95.8272,353,0.9786,79.2803
2012/2/16,2533.6,3484.8396,95.805,351.35,0.975,79.3015
2012/2/17,2537.4,3473.2508,95.7112,353.63,0.9842,79.3226
2012/2/20,2552.4,3482.1664,95.881,354.3,0.981,79.3437
2012/2/21,2568.8,3524.8784,95.9084,355.98,0.9837,79.3648
2012/2/22,2595.8,3593.7549,95.856,357.3,0.9874,79.3859
2012/2/23,2606,3605.3321,95.8484,362.29,0.9803,79.4069
2012/2/24,2658.4,3659.8248,95.845,362.01,0.9804,79.428
2012/2/27,2669,3667.1321,95.7721,360.75,0.9721,79.449
2012/2/28,2668,3648.8701,95.7554,363,0.9877,79.47
2012/2/29,2650.8,3600.7105,95.8279,363.19,0.9922,79.491
2012/3/1,2639,3619.7353,95.828,355,0.9803,79.512
2012/3/2,2684.6,3696.4452,95.7625,355,0.9877,79.533
2012/3/5,2668.8,3700.3039,95.6012,351.01,0.9759,79.554
2012/3/6,2633,3663.4877,95.6636,350.5,0.9545,79.5749
2012/3/7,2613,3636.3295,95.7518,346.5,0.9475,79.5959
2012/3/8,2637.8,3693.923,95.7791,346.5,0.9603,79.6168
2012/3/9,2665,3748.7509,95.8077,350,0.967,79.6377
2012/3/12,2647.6,3771.1687,95.8141,350,0.9724,79.6586
2012/3/13,2676.8,3809.1072,95.8228,349.6,0.9816,79.6795
2012/3/14,2613.8,3637.8979,95.7966,349.6,0.9808,79.7004
2012/3/15,2586.8,3593.7646,95.7311,349.6,0.9831,79.7212
2012/3/16,2598.2,3688.8476,95.7637,344.44,0.9791,79.7421
2012/3/19,2629.4,3730.8143,95.7839,342.29,0.9679,79.7629
2012/3/20,2596.2,3649.5559,95.7677,342.29,0.9567,79.7837
2012/3/21,2601.6,3662.9636,95.7595,341,0.9561,79.8045
2012/3/22,2596.4,3645.7605,95.7979,341.9,0.9568,79.8253
2012/3/23,2571,3575.3672,95.8744,341.9,0.9442,79.8461
2012/3/26,2568.8,3571.6167,95.873,341.5,0.9435,79.8669
2012/3/27,2564.8,3558.5597,95.8152,345.5,0.9604,79.8876
2012/3/28,2493,3399.896,95.8701,343,0.9545,79.9083
2012/3/29,2464,3337.2513,95.9245,339,0.9423,79.9291
2012/3/30,2453.6,3328.6337,95.9235,343,0.9399,79.9498
2012/4/5,2511.4,3440.3653,96.0037,343,0.9429,79.9705
2012/4/6,2520.6,3462.263,95.9995,343,0.9436,79.9912
2012/4/9,2501,3422.2115,96.004,344.51,0.9426,80.0118
2012/4/10,2517,3462.2737,96.0497,337.5,0.9323,80.0325
2012/4/11,2521.4,3474.3905,96.0868,337.5,0.922,80.0531
2012/4/12,2572.2,3546.4127,96.0391,338.5,0.9301,80.0737
2012/4/13,2586.2,3580.1398,96.0078,342.98,0.9458,80.0944
2012/4/16,2574.2,3590.3229,96.0427,337.8,0.9434,80.115
2012/4/17,2549.6,3537.7902,96.0781,335.62,0.9403,80.1356
2012/4/18,2593.4,3618.125,96.0403,338,0.9509,80.1561
2012/4/19,2596,3609.0505,96.0214,335.12,0.9613,80.1767
2012/4/20,2621,3639.8931,96.0529,335.12,0.9625,80.1972
2012/4/23,2619.4,3596.2585,95.9937,336,0.9439,80.2178
2012/4/24,2605.4,3571.7297,96.0056,334.99,0.9469,80.2383
2012/4/25,2628.8,3622.8897,96.0187,336,0.9444,80.2588
2012/4/26,2638.8,3604.4943,96.0319,336.43,0.9504,80.2793
2012/4/27,2638.6,3570.018,96.079,338.35,0.9468,80.2998
2012/5/2,2686.8,3622.2545,96.1198,338.35,0.971,80.3203
2012/5/3,2694.8,3637.4099,96.1058,336.5,0.9686,80.3407
2012/5/4,2717.2,3660.9733,96.1036,336.5,0.9614,80.3612
2012/5/7,2714.2,3686.8398,96.1592,336.5,0.9381,80.3816
2012/5/8,2702.2,3685.7838,96.1555,336.5,0.9349,80.402
2012/5/9,2663.6,3621.4859,96.1618,336.5,0.9288,80.4224
2012/5/10,2663.4,3634.7942,96.2851,336.5,0.9251,80.4428
2012/5/11,2631.2,3619.4548,96.4464,336.5,0.9132,80.4632
2012/5/14,2603.8,3614.3033,96.811,330,0.9037,80.4835
2012/5/15,2604.2,3610.1981,97.421,330,0.912,80.5039
2012/5/16,2563.2,3565.8037,97.6106,313.13,0.884,80.5242
2012/5/17,2603.2,3618.2867,97.4079,317.03,0.8816,80.5445
2012/5/18,2576,3561.4647,97.5644,322.5,0.8696,80.5649
2012/5/21,2583,3559.2124,97.5148,326.69,0.8674,80.5851
2012/5/22,2607.6,3615.2366,97.4938,324.7,0.8725,80.6054
2012/5/23,2587.8,3613.1557,97.4813,319.26,0.8625,80.6257
2012/5/24,2582.2,3583.1256,97.8288,320.73,0.8576,80.646
2012/5/25,2565.4,3541.6479,98.2464,320.53,0.8601,80.6662
2012/5/28,2598.8,3592.2459,98.0405,324.44,0.864,80.6864
2012/5/29,2645,3648.9656,97.937,323.21,0.8759,80.7067
2012/5/30,2632.4,3655.3377,97.8114,318.3,0.8595,80.7269
2012/5/31,2635.6,3656.6762,97.7631,311,0.8573,80.747
2012/6/1,2629.2,3647.7566,97.8069,319.2,0.8537,80.7672
2012/6/4,2545.4,3528.2939,97.8422,332.92,0.8362,80.7874
2012/6/5,2552.4,3524.2082,97.7951,332.21,0.8393,80.8075
2012/6/6,2549,3507.2078,97.7159,332.05,0.8518,80.8277
2012/6/7,2533.8,3488.673,97.6778,331,0.8578,80.8478
2012/6/8,2513,3472.1324,97.8512,323.1,0.85,80.8679
2012/6/11,2552.2,3536.5803,97.5652,323.67,0.8706,80.888
2012/6/12,2540.8,3515.2233,97.4699,325,0.8684,80.9081
2012/6/13,2568,3579.9907,97.3733,328.7,0.8753,80.9282
2012/6/14,2558.8,3558.3931,97.3112,328.7,0.8641,80.9482
2012/6/15,2556,3554.7779,97.3304,328.7,0.8822,80.9683
2012/6/18,2572.4,3589.5883,97.1773,331.51,0.8899,80.9883
2012/6/19,2558,3563.5105,97.1415,333,0.8895,81.0084
2012/6/20,2549,3542.2071,97.0998,331.2,0.894,81.0284
2012/6/21,2510.8,3498.1225,97.18,331.2,0.8829,81.0484
2012/6/25,2467.6,3402.9247,97.1904,326,0.8685,81.0683
2012/6/26,2461,3399.8619,97.3042,324.97,0.8722,81.0883
2012/6/27,2454.8,3386.6432,97.406,324.43,0.8808,81.1083
2012/6/28,2439.4,3339.3136,97.5302,324.43,0.8741,81.1282
2012/6/29,2469,3381.3456,97.5569,328,0.894,81.1481
2012/7/2,2464,3418.8886,97.5203,328,0.8927,81.1681
2012/7/3,2469,3425.0016,97.5823,328,0.9067,81.188
2012/7/4,2469.6,3407.4371,97.5869,328,0.905,81.2079
2012/7/5,2444.8,3329.9449,97.6117,328,0.9106,81.2277
2012/7/6,2479.6,3396.5243,97.7773,330,0.911,81.2476
2012/7/9,2430.8,3311.0488,97.7546,330,0.8945,81.2675
2012/7/10,2422.6,3278.7644,97.8192,330,0.8916,81.2873
2012/7/11,2428.6,3316.2109,97.9091,330,0.8929,81.3071
2012/7/12,2446.4,3361.2161,97.9771,330,0.8748,81.3269
2012/7/13,2457,3346.391,97.9317,330,0.8781,81.3467
2012/7/16,2417,3225.5976,97.9558,330,0.8789,81.3665
2012/7/17,2422.4,3248.1956,97.8679,326.8,0.8937,81.3863
2012/7/18,2419.2,3266.2784,97.8479,326.8,0.8835,81.4061
2012/7/19,2422.8,3305.0585,97.7781,326.8,0.8979,81.4258
2012/7/20,2402.6,3282.9027,97.8753,326.8,0.9015,81.4456
2012/7/23,2378.2,3251.6734,97.7609,324.2,0.8767,81.4653
2012/7/24,2382.4,3274.3076,97.7801,324.2,0.8707,81.485
2012/7/25,2374,3246.0515,97.8069,324.49,0.8706,81.5047
2012/7/26,2365,3217.0706,97.74,327.79,0.8707,81.5244
2012/7/27,2372.2,3198.8105,97.7718,330.19,0.8875,81.5441
2012/7/30,2363.8,3134.3782,97.7664,331.7,0.9016,81.5637
2012/7/31,2363.2,3077.6225,97.6571,331.3,0.9118,81.5834
2012/8/1,2369.6,3133.143,97.6365,329.5,0.9128,81.603
2012/8/2,2351.2,3113.3467,97.6681,329.5,0.9079,81.6226
2012/8/3,2367.8,3175.6874,97.6312,325.5,0.9073,81.6422
2012/8/6,2384.4,3251.0997,97.5892,326,0.9216,81.6618
2012/8/7,2392.2,3281.2846,97.5393,326,0.9246,81.6814
2012/8/8,2391.2,3269.8215,97.4118,326,0.925,81.701
2012/8/9,2418.2,3317.1403,97.3632,326,0.9345,81.7205
2012/8/10,2411.6,3308.1691,97.397,326,0.9292,81.7401
2012/8/13,2367.8,3232.4275,97.4027,326,0.9267,81.7596
2012/8/14,2357.6,3263.0996,97.3175,326,0.9362,81.7791
2012/8/15,2339.6,3225.354,97.209,326,0.9257,81.7987
2012/8/16,2329.2,3201.963,97.1323,327.09,0.9217,81.8182
2012/8/17,2303.4,3201.9143,97.1524,330.26,0.9282,81.8376
2012/8/20,2316.4,3204.5066,96.9356,330.26,0.9281,81.8571
2012/8/21,2323,3249.6247,96.9038,331.46,0.927,81.8766
2012/8/22,2309.8,3220.7481,96.7154,334.35,0.9162,81.896
2012/8/23,2323.6,3242.0622,96.7498,340.5,0.927,81.9154
2012/8/24,2295,3181.4282,96.9445,338.72,0.9152,81.9349
2012/8/27,2249.4,3102.1124,96.9853,340.2,0.9128,81.9543
2012/8/28,2248,3118.3442,96.9875,337.11,0.9137,81.9737
2012/8/29,2232.2,3097.4451,96.9885,339,0.9123,81.993
2012/8/30,2221.8,3048.6923,96.9345,338.7,0.9021,82.0124
2012/8/31,2216,3058.4389,96.9104,337.1,0.899,82.0318
2012/9/3,2234.4,3117.675,96.9268,343,0.902,82.0511
2012/9/4,2210.8,3083.111,96.9695,343,0.8959,82.0704
2012/9/5,2210,3099.6468,96.9146,343,0.8836,82.0898
2012/9/6,2241.2,3134.8498,96.9342,343,0.8862,82.1091
2012/9/7,2341.2,3248.56,96.7258,343,0.9132,82.1284
2012/9/10,2337.8,3276.7576,96.4983,342.59,0.9139,82.1476
2012/9/11,2323.6,3263.5896,96.4176,350,0.9156,82.1669
2012/9/12,2330.4,3288.9514,96.2371,350,0.9252,82.1862
2012/9/13,2300.8,3243.3374,96.2265,350,0.9236,82.2054
2012/9/14,2329,3251.8507,96.0248,350,0.9502,82.2246
2012/9/17,2269.4,3154.1073,95.9398,350,0.9515,82.2439
2012/9/18,2232.4,3141.0095,96.0337,357.58,0.9497,82.2631
2012/9/19,2246.8,3171.8004,96.0502,358.58,0.9613,82.2823
2012/9/20,2195,3080.1271,96.1653,360.72,0.9495,82.3015
2012/9/21,2203.6,3062.5402,96.1619,360.29,0.9568,82.3206
2012/9/24,2221.4,3085.3857,96.1983,355.21,0.9547,82.3398
2012/9/25,2218.6,3063.2202,96.3304,356.07,0.9553,82.3589
2012/9/26,2200.2,2992.6711,96.4612,357,0.9475,82.3781
2012/9/27,2257.2,3059.9801,96.6287,355.84,0.9585,82.3972
2012/9/28,2315.6,3117.1353,96.6209,353,0.9614,82.4163
2012/10/8,2276.6,3101.1714,96.5628,356.08,0.961,82.4354
2012/10/9,2323.8,3181.2996,96.5489,355.69,0.9665,82.4545
2012/10/10,2321.4,3211.7973,96.495,355.69,0.9658,82.4735
2012/10/11,2320,3164.1813,96.5309,355.69,0.9685,82.4926
2012/10/12,2307.2,3156.7328,96.6145,355.69,0.973,82.5116
2012/10/15,2302.4,3139.9671,96.3919,355.69,0.9712,82.5307
2012/10/16,2298.8,3149.7479,96.3062,358.45,0.9739,82.5497
2012/10/17,2309.4,3157.102,96.2573,358.45,0.9823,82.5687
2012/10/18,2332.6,3209.7632,96.228,354.48,0.9868,82.5877
2012/10/19,2333.8,3200.6157,96.1968,350.5,0.989,82.6067
2012/10/22,2351,3213.3219,96.2626,349.47,0.996,82.6256
2012/10/23,2324.4,3174.9188,96.2504,348,0.99,82.6446
2012/10/24,2322,3173.8023,96.2225,348,0.998,82.6635
2012/10/25,2307.4,3142.8731,96.2118,340.88,1.002,82.6825
2012/10/26,2252,3081.6196,96.1722,342.7,0.998,82.7014
2012/10/29,2244,3077.3799,96.2152,347.5,0.995,82.7203
2012/10/30,2245.4,3079.0789,96.2916,344.1,0.994,82.7392
2012/10/31,2255.2,3086.2976,96.2631,344.9,0.999,82.7581
2012/11/1,2306.2,3144.839,96.1509,344.9,1.002,82.777
2012/11/2,2307.2,3165.6494,96.2154,344.9,1.013,82.7958
2012/11/5,2307,3151.8161,96.2198,337.5,1.01,82.8147
2012/11/6,2290.8,3130.2945,96.2089,337.25,1.006,82.8335
2012/11/7,2292,3126.2818,96.1963,337.25,1.006,82.8523
2012/11/8,2245,3048.7634,96.2532,337.25,0.992,82.8711
2012/11/9,2244.6,3036.4985,96.3234,337.25,0.982,82.8899
2012/11/12,2249,3055.3294,96.3492,337.25,0.978,82.9087
2012/11/13,2214.4,2992.7997,96.3989,337.25,0.969,82.9275
2012/11/14,2217.4,3001.6968,96.5209,337.25,0.975,82.9463
2012/11/15,2192.8,2948.6917,96.5759,337.25,0.966,82.965
2012/11/16,2169.4,2931.4575,96.6963,345.1,0.968,82.9838
2012/11/19,2176.2,2938.2826,96.8002,347.35,0.97,83.0025
2012/11/20,2181,2926.6158,96.7958,348.68,0.975,83.0212
2012/11/21,2192.4,2956.9118,96.7091,346.8,0.977,83.0399
2012/11/22,2187.6,2917.7605,96.644,347.42,0.988,83.0586
2012/11/23,2194.4,2927.8589,96.6389,347.05,0.995,83.0773
2012/11/26,2180.2,2893.6301,96.5476,349.2,0.994,83.0959
2012/11/27,2158,2790.2169,96.5211,349.1,0.995,83.1146
2012/11/28,2141.8,2728.2279,96.4345,346.94,0.989,83.1332
2012/11/29,2125.6,2702.5475,96.4319,342.17,0.996,83.1519
2012/11/30,2138.4,2743.8995,96.4297,349.1,1,83.1705
2012/12/3,2117.4,2678.1521,96.4263,342.9,0.994,83.1891
2012/12/4,2131.4,2711.545,96.379,339.81,0.99,83.2077
2012/12/5,2215.8,2811.6654,96.3693,339,1.002,83.2263
2012/12/6,2204.4,2809.8749,96.3755,337.81,1.01,83.2448
2012/12/7,2254.8,2874.0198,96.3666,340.2,1.008,83.2634
2012/12/10,2268.4,2924.7142,96.3748,340.23,1.005,83.2819
2012/12/11,2261.4,2905.0319,96.3955,341.95,1.006,83.3005
2012/12/12,2268.4,2905.8677,96.4126,341.1,1.017,83.319
2012/12/13,2252.6,2867.2814,96.4374,340,1.013,83.3375
2012/12/14,2374.2,2987.0617,96.4303,340.39,1.017,83.356
2012/12/17,2373,3012.0436,96.4059,340.42,1.01,83.3745
2012/12/18,2366,3006.8892,96.4188,342.89,1.012,83.3929
2012/12/19,2369.6,3019.0743,96.4029,337.67,1.017,83.4114
2012/12/20,2390.8,3028.5901,96.3852,335.66,1.014,83.4299
2012/12/21,2378,3021.0051,96.3988,330.69,1.01,83.4483
2012/12/24,2390.8,3037.1999,96.4163,333.69,1.008,83.4667
2012/12/25,2453,3106.7466,96.4263,333.16,1.013,83.4851
2012/12/26,2461.8,3145.3115,96.4566,333.01,1.014,83.5035
2012/12/27,2466.6,3116.8713,96.5527,333,1.014,83.5219
2012/12/28,2499,3151.6631,96.6139,333.38,1.01,83.5403
2012/12/31,2538,3191.2782,96.6647,334.08,1.02,83.5587
2013/1/4,2533.2,3174.1238,96.5398,330.35,1.033,83.577
2013/1/7,2533.2,3203.4642,96.6335,333.6,1.039,83.5953
2013/1/8,2531.2,3241.1367,96.7225,330.5,1.03,83.6137
2013/1/9,2525.4,3248.8785,96.7408,333.3,1.032,83.632
2013/1/10,2537.8,3269.6899,96.6867,331.96,1.04,83.6503
2013/1/11,2498.6,3186.718,96.6018,334.11,1.039,83.6686
2013/1/14,2586.6,3297.3518,96.6241,332.11,1.05,83.6869
2013/1/15,2596.4,3361.5863,96.6413,334.6,1.046,83.7051
2013/1/16,2570,3361.4675,96.6537,337.77,1.044,83.7234
2013/1/17,2561,3320.0278,96.7021,337.52,1.047,83.7416
2013/1/18,2592.6,3375.1888,96.7668,338,1.056,83.7599
2013/1/21,2608.2,3400.9822,96.8313,338.71,1.057,83.7781
2013/1/22,2602.6,3346.732,96.8371,338.8,1.059,83.7963
2013/1/23,2615.6,3352.8801,96.8268,339.54,1.059,83.8145
2013/1/24,2590.6,3282.7264,96.8037,336.11,1.057,83.8327
2013/1/25,2592.8,3277.2018,96.8121,335.02,1.054,83.8509
2013/1/28,2654.4,3360.7212,96.4776,334.24,1.062,83.869
2013/1/29,2671,3392.6013,96.4717,334.22,1.061,83.8872
2013/1/30,2699,3410.194,96.4537,335.26,1.067,83.9053
2013/1/31,2699.8,3389.7947,96.4582,336.5,1.062,83.9235
2013/2/1,2746.4,3417.1409,96.4905,335.92,1.062,83.9416
2013/2/4,2749.4,3394.3967,96.4785,336.5,1.067,83.9597
2013/2/5,2773.4,3429.7439,96.4929,336.5,1.044,83.9778
2013/2/6,2785.6,3452.8699,96.5026,336.5,1.046,83.9959
2013/2/7,2779.8,3465.809,96.5254,336.5,1.041,84.0139
2013/2/8,2765.2,3515.4162,96.5483,336.5,1.043,84.032
2013/2/18,2745.6,3534.1078,96.6251,336.5,1.051,84.05
2013/2/19,2709.2,3469.4037,96.6052,325.51,1.042,84.0681
2013/2/20,2710.4,3541.5106,96.6549,325.67,1.044,84.0861
2013/2/21,2615.2,3468.3906,96.6461,317.59,1.028,84.1041
2013/2/22,2593.2,3456.7403,96.6016,318.71,1.025,84.1221
2013/2/25,2605,3494.9565,96.5671,321.62,1.024,84.1401
2013/2/26,2564.6,3441.9776,96.5706,322.18,1.015,84.1581
2013/2/27,2587.6,3444.6001,96.5952,325.3,1.011,84.176
2013/2/28,2678.4,3515.0363,96.5952,320.5,1.029,84.194
2013/3/1,2666.6,3554.2207,96.5987,321.98,1.03,84.2119
2013/3/4,2548,3427.8647,96.5996,317.8,1.01,84.2298
2013/3/5,2616,3505.0246,96.6035,318.15,1.014,84.2478
2013/3/6,2648,3559.5904,96.6105,318.6,1.021,84.2657
2013/3/7,2615.6,3516.4401,96.6018,318.64,1.019,84.2836
2013/3/8,2611.6,3478.1937,96.2362,317.02,1.038,84.3014
2013/3/11,2592.6,3478.9,96.1925,318.01,1.038,84.3193
2013/3/12,2552.8,3391.292,96.237,323.99,1.032,84.3372
2013/3/13,2529,3360.2887,96.2665,319.45,1.017,84.355
2013/3/14,2524,3375.3924,96.2669,319.45,1.008,84.3728
2013/3/15,2568.6,3381.5882,96.237,318,1.015,84.3907
2013/3/18,2510.8,3338.6327,96.267,321.18,0.988,84.4085
2013/3/19,2529.8,3349.3019,96.2806,321.77,0.993,84.4263
2013/3/20,2610,3436.6859,96.2873,323.73,0.999,84.4441
2013/3/21,2617,3472.9721,96.2771,322.53,1,84.4619
2013/3/22,2625.8,3487.4874,96.2878,323.48,0.994,84.4796
2013/3/25,2622.6,3476.3847,96.311,323.48,0.999,84.4973
2013/3/26,2572.4,3452.3117,96.3156,321,0.997,84.5151
2013/3/27,2573.6,3460.5387,96.3262,320.1,1.008,84.533
2013/3/28,2506.8,3359.9253,96.3627,320.5,0.998,84.5508
2013/3/29,2483.8,3358.277,96.376,318.5,1,84.5685
2013/4/1,2483.2,3381.3407,96.487,319.5,1,84.5858
2013/4/2,2505.8,3339.977,96.6358,319.5,1,84.6029
2013/4/3,2478.6,3309.5164,96.7395,319.5,1.003,84.6205
2013/4/8,2463.8,3323.0555,96.7843,315,0.979,84.6391
2013/4/9,2480.6,3355.4383,96.8337,315,0.983,84.6585
2013/4/10,2481,3348.5177,96.9043,315,0.983,84.6774
2013/4/11,2472.4,3334.8305,96.8596,315,0.992,84.6928
2013/4/12,2461.8,3306.8715,96.8944,315,0.988,84.7053
2013/4/15,2441.2,3260.4362,97.0081,315,0.976,84.7173
2013/4/16,2450,3295.7308,97.172,296.97,0.974,84.7373
2013/4/17,2454,3324.3083,97.0967,282.12,0.973,84.7734
2013/4/18,2459.8,3334.6307,97.0114,275.5,0.964,84.8027
2013/4/19,2528.2,3404.9958,96.926,282.19,0.977,84.8366
2013/4/22,2531.8,3420.9548,96.8813,283.32,0.984,84.7951
2013/4/23,2448.4,3328.2372,97.0669,282.31,0.972,84.7485
2013/4/24,2492.6,3394.5974,97.1176,284.91,0.989,84.7985
2013/4/25,2460.8,3342.8031,97.161,290.6,0.997,84.8078
2013/4/26,2439.8,3280.8112,97.2496,292.84,1.009,84.8603
2013/5/2,2439.4,3296.0396,97.4122,286.66,1.009,84.9086
2013/5/3,2486.6,3359.597,97.4332,291.61,1.013,84.9391
2013/5/6,2509.2,3423.7147,97.3523,293.03,1.022,84.9459
2013/5/7,2525,3430.5534,97.4502,293.03,1.022,84.9468
2013/5/8,2542.8,3462.0886,97.3775,293.03,1.03,84.9493
2013/5/9,2520.8,3463.96,97.4063,293.03,1.029,84.9518
2013/5/10,2541.4,3484.9614,97.4598,293.03,1.03,84.9662
2013/5/13,2514.6,3498.0456,97.4348,293.03,1.025,84.9773
2013/5/14,2484.6,3457.6609,97.4397,284.88,1.019,84.9823
2013/5/15,2488,3504.2297,97.4259,284.88,1.026,84.9874
2013/5/16,2549,3541.8808,97.421,279.73,1.025,84.9925
2013/5/17,2576.6,3596.0881,97.3992,277.92,1.026,84.9984
2013/5/20,2593.8,3641.2403,97.4175,273.02,1.041,84.9984
2013/5/21,2599.6,3689.2781,97.4237,281.88,1.038,84.9773
2013/5/22,2602,3658.8983,97.4189,281.2,1.031,84.9959
2013/5/23,2570.8,3628.0704,97.4733,279.11,1.01,85.0374
2013/5/24,2588,3684.4189,97.4831,279.59,1.008,85.0433
2013/5/27,2573.6,3721.7846,97.5312,279.92,1.006,85.0637
2013/5/28,2633.2,3728.9497,97.5852,279.31,1.013,85.0671
2013/5/29,2627.2,3756.7499,97.4819,277.9,1.007,85.0738
2013/5/30,2625,3765.3373,97.4915,281.92,1.003,85.0738
2013/5/31,2600,3742.0388,97.4813,283.77,1.002,85.0891
2013/6/3,2597,3716.0204,97.4361,279.51,0.999,85.1052
2013/6/4,2562.6,3643.1653,97.3951,280.79,0.995,85.1094
2013/6/5,2553.8,3658.1911,97.3405,279.9,0.981,85.1162
2013/6/6,2534.8,3593.4938,97.2848,277.75,0.978,85.1247
2013/6/7,2476.4,3522.8404,96.9498,279.3,0.972,85.1391
2013/6/13,2383.6,3424.2923,97.0715,280.33,0.94,85.1357
2013/6/14,2395.6,3492.4148,96.9904,275.1,0.953,85.1569
2013/6/17,2396.2,3500.5911,96.9355,276.31,0.96,85.2069
2013/6/18,2405.2,3512.6583,96.837,275.84,0.96,85.2111
2013/6/19,2395,3490.7782,96.549,274.32,0.955,85.2119
2013/6/20,2329.8,3375.5385,95.7924,270.24,0.925,85.2009
2013/6/21,2315.6,3357.4957,95.8651,259.77,0.921,85.2238
2013/6/24,2133,3149.4878,96.0308,257.5,0.9,85.167
2013/6/25,2112.8,3136.0168,96.1474,259.05,0.907,85.1831
